,site,m,mse,b,bse,inv_condnum,res_var,n,lat,lon,elev,proj,koppen,clim
1337,isomap_7174800,7.888204076525109,0.08918977924446508,8.28356743651983,1.4817339681618886,0.0234408038034,30.4923219292,75.0,48.75,-91.62,393.0,20.0,Dfb,D
1338,isomap_7179900,7.835008859291091,0.38940460460262577,1.708438652553818,3.6921086318246514,0.0189467910761,41.8606546075,70.0,48.65,-123.43,20.0,20.0,Csb,C
1339,isomap_7181600,7.705971199593898,0.08264176201128991,6.024644504463015,1.2996607311871649,0.0149164346703,25.2123130889,209.0,53.32,-60.42,46.0,20.0,Dfc,D
1340,isomap_7182400,7.849401318603994,0.0534001744196935,9.833274046711818,0.8485201490077118,0.0187487128802,12.9525322328,162.0,49.82,-74.97,381.1,20.0,Dfc,D
1341,isomap_7185001,7.880876129524722,0.052051177763311064,8.436099897188756,0.8365885112804835,0.0222407495425,17.2913694403,157.0,49.67,-93.72,420.0,20.0,Dfb,D
1342,isomap_7185600,7.690252782172345,0.08229807466713926,3.6845830978908056,1.4839656680339088,0.0198486746121,25.70003,72.0,50.62,-96.98,223.0,20.0,Dfb,D
1343,isomap_7186500,7.733520202627976,0.13099862103035328,1.6321213548895324,2.503562083916566,0.0163660952944,55.566050754,72.0,51.77,-104.2,561.0,20.0,Dfb,D
1344,isomap_7186601,7.872854587710273,0.12307533473012772,0.38118943683055706,2.158932791542997,0.016588927274,79.6428997271,163.0,52.141,-106.6244,502.0,20.0,Dfb,D
1345,isomap_7186700,7.630792498067473,0.10236985478087049,0.8076601418088803,2.0287827376330587,0.0142517011704,29.5215480797,70.0,53.97,-101.1,272.0,20.0,Dfc,D
1346,isomap_7187701,7.996138018283708,0.16170447089137507,5.304578693260247,3.3344284433072846,0.0116239013548,89.2849616755,116.0,51.01666667,-114.0166667,1049.0,20.0,Dfc,D
1347,isomap_7187900,7.762623074033994,0.15258452442284498,0.9656647969142607,3.0554484783265514,0.0141787555318,48.0839519702,51.0,53.57,-113.52,671.0,20.0,Dfb,D
1348,isomap_7191300,7.670611354219237,0.17490952803052082,2.5082270348699143,3.688609169547853,0.0133568389581,76.7871388769,56.0,58.75,-94.06,5.0,20.0,Dfc,D
1349,isomap_7191400,7.659668216371001,0.12171892511289649,3.2706909899272776,1.276858655057365,0.0188373822374,12.3675375258,141.0,48.78,-123.13,178.0,20.0,Csb,C
1350,isomap_7191700,7.595305368402762,0.18365170153296642,-4.204332687530329,5.753611039690087,0.00707293662868,113.354939371,55.0,80.0,-85.56,10.0,20.0,ET,E
1351,isomap_7192400,7.98587806707583,0.16883831312725336,9.329486318474489,4.82577841094794,0.00805768022295,86.3951802146,59.0,74.72,-94.98,67.0,20.0,ET,E
1352,isomap_7192500,7.708632464303131,0.0978685986645134,2.0866957118194533,2.5878371007372296,0.00815064145255,22.6113555516,58.0,69.1,-105.1166667,27.0,20.0,ET,E
1354,isomap_7193401,6.916361272809013,0.21173811482965565,-17.090485216653274,4.700774895077724,0.00981599497809,89.3333006081,58.0,62.28,-114.27,205.0,20.0,Dfc,D
1356,isomap_7196400,6.644616865313688,0.1869921514843766,-24.320121952661015,4.1082270260652916,0.00876602763745,88.3630271861,91.0,60.72,-135.07,702.0,20.0,Dsc,D
1358,isomap_7222071,7.485498151031231,0.14844465981374955,-0.49819196881209254,2.1831448316220428,0.0248858801925,47.5630681572,56.0,40.008,-105.2682583,1660.0,20.0,Dfb,D
1360,isomap_7225600,6.9452253372702675,0.22414435141547104,6.193039548718067,1.0234829241026517,0.115129243342,44.2365861762,96.0,31.62,-97.22,156.0,20.0,Cfa,C
1361,isomap_7227401,7.327909501034558,0.11910805303328158,3.8553169660405406,0.9283071373953656,0.0505083832526,49.4999967565,256.0,32.2361,-110.9439,753.0,20.0,BSh,B
1362,isomap_7230400,6.919507022816628,0.3170844671181111,7.38984384114352,1.3219993108926822,0.0817366006427,33.7150422515,93.0,35.27,-75.55,3.0,20.0,Cfa,C
1363,isomap_7237500,6.562327874488093,0.22348184742428306,-10.464657370229295,2.078989250529544,0.051799022761,155.870009559,97.0,35.13,-111.67,2137.0,20.0,Csb,C
1364,isomap_7239400,6.659342412755838,0.3606336523730789,2.0123657583320544,1.7218224772951531,0.100202656798,69.5276337018,60.0,34.9,-120.45,79.0,20.0,Csb,C
1365,isomap_7252101,7.6554348534208305,0.16137683293554397,9.942619845323472,1.3659942316579055,0.044127153949,22.6118219908,64.0,40.37,-81.8,344.0,20.0,Cfa,C
1366,isomap_7253400,7.192277016136292,0.11784131712852378,1.6139224696665821,1.0195367452426438,0.0611908525595,69.3830026057,169.0,41.78,-87.75,189.0,20.0,Dfa,D
1370,isomap_7420500,7.38718050367374,0.34421080742871035,1.6013810707701912,2.520561221223217,0.0353007238477,30.6996050302,48.0,47.67,-124.48,21.0,20.0,Cfb,C
1371,isomap_7500001,7.737537660506864,0.5044122316447122,7.818435768218887,1.696696265993875,0.117830791807,37.6557041714,53.0,35.0,-48.0,0.0,20.0,N,N
1372,isomap_7622500,7.457022717610224,0.1710765492816234,4.899226190215856,1.263741275202976,0.0579271492517,51.4561321581,125.0,28.63,-106.07,1423.0,20.0,BSk,B
1373,isomap_7669200,7.560031106937411,0.20507803964913687,8.269525802234597,0.7981592576647798,0.183042652187,57.4888710964,136.0,19.2,-96.13,16.0,20.0,Aw,A
1384,isomap_7837401,7.970765875520347,0.19624887212885606,9.192063240920485,0.5287929126811225,0.195140221229,15.8815339603,140.0,23.05,-82.21666667,137.0,20.0,Am,A
1385,isomap_7848601,8.854497769665885,0.24569312572668855,12.894940101265803,0.7585512293150154,0.167140755939,16.4889835949,88.0,18.47,-70.02,60.0,20.0,Aw,A
1390,isomap_7866300,8.162292282658198,0.18694597413567637,10.939746299108936,1.27749882257373,0.0462061218423,15.437045603,73.0,13.7,-89.12,615.0,20.0,Aw,A
1392,isomap_7870802,8.944849932426537,0.17533285090446862,17.33680241166958,0.8473023476452324,0.106774051019,12.0461864425,57.0,14.93894444,-88.02145,652.0,20.0,Am,A
1418,isomap_7880600,7.5365998607347535,0.0878704195617108,6.049375821790755,0.4521625160980686,0.111164635357,18.6093604444,203.0,8.92,-79.6,13.0,20.0,Am,A
1420,isomap_7895400,7.428784186092079,0.17819289320155465,7.677626385267437,0.3705389978808547,0.384118687352,25.5335857731,211.0,13.07176111,-59.48972222,50.0,20.0,N,N
1421,isomap_8002800,7.406592239630124,0.15248781438995532,3.89747567677384,0.7968445217995029,0.0914711528561,18.8763649732,89.0,10.88,-74.78,14.0,20.0,Aw,A
1423,isomap_8004401,7.735962485640272,0.1001931966421315,6.967584676393393,0.5894222888472164,0.0799943258338,12.4208999257,119.0,9.357072,-75.289167,198.0,20.0,Aw,A
1438,isomap_8022200,8.265633454784975,0.11287456500144186,12.27102735038354,1.1378667962549045,0.0407817123917,70.3062626763,272.0,4.7,-74.13,2547.0,20.0,Cfb,C
1454,isomap_8041300,6.427638123269391,0.5204688071207234,-1.7074771835142744,2.1370078040736953,0.126136513469,105.639863186,48.0,10.25,-67.65,442.0,20.0,Aw,A
1455,isomap_8140500,6.346255454267348,0.37736277398352086,5.3729409916654145,0.938646662500065,0.173574064778,21.479215849,60.0,4.83,-52.37,8.0,20.0,Af,A
1467,isomap_8210201,8.037207898248141,0.30229620544866276,10.811787571063658,1.4275961351126116,0.106691698501,41.9622054084,62.0,-0.121944444,-67.14916667,74.0,20.0,Af,A
1468,isomap_8210600,8.28801424512926,0.19565567853570262,10.854644333308899,0.8561602331211667,0.116163539215,21.3065681606,89.0,-0.13,-67.08,87.0,20.0,Af,A
1469,isomap_8219100,7.616365690943678,0.16258285594831093,7.922248774045863,0.5119320916035438,0.230466789313,37.6532770054,207.0,-1.43,-48.48,24.0,20.0,Af,A
1472,isomap_8233100,8.333893194157401,0.12052814859787633,13.75293219644329,0.5848937618533832,0.102346522963,16.3205816383,156.0,-3.12,-60.02,72.0,20.0,Af,A
1474,isomap_8239700,8.25673305787183,0.2805973945897761,10.346226880915737,0.692300338417575,0.23475997109,21.1747958836,96.0,-3.72,-38.55,27.0,20.0,As,A
1477,isomap_8259800,8.508848857472776,0.373155282265393,10.408502173400139,0.7367827040098852,0.268295155099,25.1233226878,113.0,-5.8,-35.2,8.0,20.0,As,A
1485,isomap_8282500,7.940558367269665,0.1501596604807013,9.734470621753816,0.9427421490654023,0.0909335840254,25.9792029765,72.0,-8.77,-63.92,105.0,20.0,Am,A
1487,isomap_8322900,8.976337063030106,0.3716163606897136,12.181984136281077,0.6996130958950644,0.265577046209,19.2511777371,112.0,-13.0,-38.52,45.0,20.0,Af,A
1488,isomap_8336101,7.7907882161490924,0.12115880266971228,8.907286057679611,0.6785735863062059,0.112102327453,42.8658094023,187.0,-15.6,-56.1,165.0,20.0,Aw,A
1489,isomap_8337800,7.9636756613809,0.15212268851516667,11.271347863045076,0.7714468316802808,0.110007832826,27.2328102033,115.0,-15.85,-47.93,1061.0,20.0,Aw,A
1490,isomap_8358301,8.077949525035995,0.09737706837982171,12.943223069615186,0.6053372679293162,0.0767699494472,5.58459485213,53.0,-19.87086111,-43.96733333,857.0,20.0,Aw,A
1492,isomap_8374300,8.636646933512727,0.24914763221434463,14.789273290506767,1.03054237209653,0.0951845170379,27.7027826374,132.0,-22.9,-43.17,26.0,20.0,Am,A
1494,isomap_8396700,8.220002092606121,0.19586129246669964,13.216255402447347,1.0069766846728674,0.0654483171368,26.5573787181,172.0,-30.08,-51.18,7.0,20.0,Cfa,C
1495,isomap_8400101,8.158933067597689,0.27002600071809113,10.192178116507012,0.590899210466253,0.191458658337,14.3690234885,143.0,-0.694444444,-90.325,194.0,20.0,N,N
1497,isomap_8404400,8.138176860745224,0.0693809253570123,12.50675582007135,0.8037859129358823,0.0262356130925,16.7620778028,230.0,-0.37,-78.55,3058.0,20.0,Cfb,C
1501,isomap_8407301,8.124922254714843,0.06886642432984103,11.533655101779798,0.8024813504682518,0.0260347506496,11.6012147124,160.0,-0.166666667,-78.48333333,2789.0,20.0,Cfb,C
1517,isomap_8437701,8.61177753917855,0.15723702694475844,14.30336736017036,1.0708095115087244,0.0672549368259,14.859870069,54.0,-3.823991667,-73.377425,98.0,20.0,Af,A
1522,isomap_8457001,8.259928741716706,0.10654389198425877,18.460603651581827,1.5388959170364194,0.0227384303527,18.161173719,61.0,-11.40438889,-76.32505556,4477.0,20.0,ET,E
1545,isomap_8520101,8.25825157576166,0.08730041885684087,15.170598236516371,1.1357957375614605,0.0284902395175,26.0561125533,126.0,-16.49888889,-68.12305556,3635.0,20.0,ET,E
1564,isomap_8546900,7.1352643099987585,0.17164256487084592,6.867796743778055,0.49368933397034315,0.254125474003,53.2627197796,281.0,-27.17,-109.43,41.0,20.0,N,N
1566,isomap_8557700,8.636624536606961,0.23710617423414368,15.277223735876335,1.857235649036883,0.040643965183,39.6674761902,97.0,-33.45,-70.7,520.0,20.0,Csb,C
1571,isomap_8580100,7.015491334997166,0.1181464623423922,2.675854725794081,0.7596960647417669,0.0512982734891,26.0320805688,257.0,-41.47,-72.93,13.0,20.0,Cfb,C
1573,isomap_8586400,7.262314931809901,0.17799329190050486,-2.7163573496119655,2.002733327524888,0.0207360663626,37.2629290826,117.0,-45.35,-72.07,310.0,20.0,Cfc,C
1574,isomap_8593400,6.399950761347695,0.117468137334787,-13.943496947472244,1.1352790839865126,0.0355991639063,62.7596874836,241.0,-53.0,-70.51,37.0,20.0,ET,E
1580,isomap_8704700,7.7389179715482,0.22090493854338386,11.302203847272562,1.2155402181348602,0.103091376702,44.9352909368,72.0,-24.78,-65.4,1187.0,20.0,Cwa,C
1588,isomap_8734501,7.341269541815893,0.3638744882448211,7.305967398366093,2.195924864552972,0.0526660594932,36.0349166334,48.0,-30.58,-64.58,900.0,20.0,Cwa,C
1589,isomap_8737401,8.35420765243595,0.25382140090175653,14.444447544342895,1.3306278452745508,0.0857767762221,21.8661543443,49.0,-31.75,-60.73,16.0,20.0,Cfa,C
1590,isomap_8742000,8.124409204063946,0.38006466611088396,4.241288976465002,2.4319764707208624,0.0764735605068,100.244596804,57.0,-32.88,-68.85,827.0,20.0,BWk,B
1593,isomap_8745301,8.398425875091583,0.23613387081053988,15.895419838313941,1.2790859510687773,0.0705150253722,17.2217041074,57.0,-33.11011944,-64.24918333,435.0,20.0,Cwa,C
1594,isomap_8755000,8.478981838134766,0.3197630865699512,9.425046377069156,2.017947160765307,0.0682361521288,48.713586803,54.0,-38.47,-62.16,5.0,20.0,Cfa,C
1596,isomap_8757601,8.148399065824595,0.15693011947588933,12.302912569089667,0.86675724614199,0.0631626922594,29.0787293795,238.0,-34.38,-58.28,5.0,20.0,Cfa,C
1602,isomap_8776501,7.200605892757335,0.2449544359854639,-1.2949211000583398,2.818546367476019,0.0208235473142,32.1769831748,48.0,-41.15,-71.33,790.0,20.0,Csb,C
1605,isomap_8793800,8.188788548357037,0.33488752182853665,5.760314475911595,3.729311154467414,0.0123270549007,71.179633157,216.0,-54.78,-68.28,10.0,20.0,ET,E
1606,isomap_8889000,7.81574749715318,0.24147473417608176,5.186930484829202,1.9676943323507123,0.022445683662,16.6478840132,92.0,-51.7,-57.87,51.0,20.0,ET,E
1607,isomap_8902200,7.904092229314356,0.04790187567260705,3.668177521889391,1.082138924467075,0.0104118165684,41.996889582,532.0,-75.58333333,-20.56666667,30.0,20.0,EF,E
1609,isomap_8906200,7.185912084263093,0.10128849878372317,-11.544901012747271,1.3497285425359862,0.0178125152998,29.1903491667,196.0,-67.57,-68.13,5.0,20.0,EF,E
1610,isomap_8906300,7.021450556590726,0.08614518836404327,-10.554227448530085,0.9067781188600554,0.025481923113,47.6100531865,527.0,-65.07944444,-63.9775,20.0,20.0,EF,E
1611,isomap_9000001,6.679642682864894,0.425052405362186,3.5338611341862354,1.7953563001668873,0.0742074580753,48.4657794858,81.0,31.0,164.0,0.0,20.0,N,N
1612,isomap_9106600,7.607066433921758,0.191877599462334,8.362046770483976,0.5598220912306273,0.16974969584,31.3498768607,260.0,28.22,-177.37,13.0,20.0,N,N
1613,isomap_9121700,7.34234855786522,0.19274516660758462,7.333657724898538,0.8849150120191612,0.122939720673,37.196640554,103.0,13.55,144.83,110.0,20.0,N,N
1614,isomap_9124500,7.897177599220317,0.32749520405698573,7.687250996073408,0.6803317650291563,0.291815775689,30.8951431935,121.0,19.28,166.65,3.0,20.0,N,N
1615,isomap_9127500,7.58842691374147,0.3518539705762411,6.986373028986338,0.8038040666482644,0.248609242555,29.5687388138,89.0,16.73,-169.52,2.0,20.0,N,N
1616,isomap_9128500,7.879569976958777,0.5637920582547091,10.791217769218791,1.2281306219771697,0.157482719138,27.3445739435,84.0,19.72,-155.07,9.0,20.0,Cfb,C
1617,isomap_9133400,7.368667764184197,0.2191249335590165,6.524944576028972,1.1343971099288466,0.0637909782091,15.8834791751,72.0,7.47,151.85,2.0,20.0,N,N
1618,isomap_9141300,7.210711702828487,0.25777832289933206,5.169771376374108,1.3415485154670408,0.0709562412436,25.3754414283,65.0,9.49,138.09,23.0,20.0,N,N
1622,isomap_9176200,7.761461189357023,0.15458875280044243,11.265069681432461,0.6695687707433701,0.0998631554782,13.1018536378,108.0,-13.8,-171.78,2.0,20.0,N,N
1623,isomap_9184300,8.333305332827168,0.1394582761767287,11.26378209481282,0.5998619005713082,0.0964442556463,10.7807383101,132.0,-21.2,-159.8,6.0,20.0,N,N
1624,isomap_9301100,8.419391771306245,0.07325414700568561,13.324485121765408,0.457233846264765,0.0871675620387,16.3966974564,229.0,-35.07,173.28,76.0,20.0,Cfb,C
1625,isomap_933,7.962261439047232,0.13724289108823737,2.0541635823819697,2.445991356036885,0.0159251865146,79.8319845704,136.0,52.2,-106.7,504.0,38.0,Dfb,D
1626,isomap_935,8.359282666718572,0.24024054682290524,6.006609387962611,2.34162733585623,0.0274056023382,25.9913644215,55.0,51.77,36.17,247.0,37.0,Dfb,D
1627,isomap_9384400,8.190890461626235,0.14776909615160097,10.915469675126788,1.031196943610754,0.0260476117055,12.7558129943,270.0,-46.42,168.32,2.0,20.0,Cfb,C
1629,isomap_9401400,7.791215071770234,0.15091915779107193,9.559759451434251,1.1463012128431567,0.0404088208907,17.2999832584,102.0,-5.22,145.8,4.0,20.0,Af,A
1630,isomap_941,7.937114422631773,0.0885553997423868,5.028072787651701,1.3314839918333683,0.0194279543271,10.4890985427,56.0,54.62,113.13,995.0,37.0,Dwc,D
1631,isomap_9412000,7.835507924053023,0.1178056190484567,10.468437036197738,0.5651448283517353,0.116643627216,29.2443560437,222.0,-12.43,130.87,26.0,20.0,Aw,A
1632,isomap_9432600,7.164020885375342,0.15478116838245554,5.571421256407717,0.8451919880390747,0.152102230869,83.5020147805,132.0,-23.8,133.88,546.0,20.0,BWh,B
1633,isomap_944,7.706992712573137,0.25458358183947055,1.1264424181101227,3.4609647452049854,0.0114258744639,21.5754363775,56.0,52.97,158.75,24.0,37.0,Dfc,D
1635,isomap_9457600,7.98517174923485,0.13237502666238876,13.44156857967529,0.5253984260884431,0.118302404983,28.016991487,332.0,-27.43,153.08,4.0,20.0,Cfa,C
1637,isomap_9460800,5.50088826617517,0.3128166421208762,5.055942852881175,1.1111706774830639,0.111527701986,41.9561123721,91.0,-31.95,115.97,17.0,20.0,Csa,C
1638,isomap_9460801,7.9252770028139095,0.23948964645788254,13.497216164376516,0.9706978696389656,0.091010887606,30.3732843365,161.0,-31.95,115.78,25.0,20.0,Csa,C
1639,isomap_9467500,7.605748263270006,0.19185122454650902,9.26169636204739,0.8713002421697454,0.106654081111,28.6768601966,112.0,-34.93,138.58,43.0,20.0,Csa,C
1642,isomap_9486800,7.520014589202694,0.12512283238063945,8.76114192595543,0.624551061769974,0.0722994402153,21.3067711709,276.0,-37.82,144.97,28.0,20.0,Cfb,C
1644,isomap_9495400,6.5876890081704955,0.13219073106234944,5.072915106584139,0.5263959939472967,0.108674427287,19.0347792196,200.0,-40.68,144.69,90.0,20.0,Cfb,C
1676,isomap_9674500,7.756987369319985,0.11206873490797416,9.513098454944654,0.6234818665672968,0.0570348411366,12.7700197402,225.0,-6.18,106.83,8.0,20.0,Af,A
1688,isomap_9769800,6.998256465675705,0.1244735873999808,1.9802100318992932,0.6919971488317546,0.0654647996925,28.5884550023,275.0,-2.53,140.72,3.0,20.0,Af,A
1698,isomap_9842901,7.717083112982408,0.14422728586945815,6.884065303963997,0.9068939774888254,0.0592661949564,22.0586059399,138.0,14.64,121.04,42.0,20.0,Am,A
1699,isomap_9844401,8.013133611673336,0.19762556523024408,12.626646260200701,1.0446884550972086,0.0824978525421,14.9118645294,54.0,13.03,123.92,600.0,20.0,Af,A
